Law clerks have assisted the Supreme Court Justices in various capacities, since the first one was hired by Justice Horace Gray in 1882.[1]:1 By the traditions and rules that have developed around this procedure today the eight Associate Justices on the Supreme Court of the United States have the opportunity to select four law clerks each term of the court. The Chief Justice is allowed five clerks, but often hires fewer.[1]:195 After retiring from the Court, a justice may continue to hire a law clerk, who may be assigned to provide additional assistance to an active justice, or assist the retired justice when sitting by designation with a lower court.

Contents  [hide] 
1 List of Supreme Court law clerks
2 Notes
3 See also
4 References
5 Additional sources
6 External links
List of Supreme Court law clerks[edit]
The following sortable table[a] lists more than 1,900 law clerks who have served for Supreme Court justices, the years their service began and ended, the law school they attended (with the year they graduated), and any previous clerkships they held.

Seat = Supreme Court Justice Seat[b]
Num = Order that Supreme Court Justice was appointed


Seat	Num	Justice	Law clerk	Started	Finished	Law school (year)	Previous clerkship
8	110	Samuel Alito	Aaron Nielson	2014		Harvard (2007)	J. E. Smith (5th Cir.) / J. R. Brown (D.C. Cir.)
8	110	Samuel Alito	Maureen B. Soles	2014		Georgetown (2011)	Scirica (3d Cir.)
9	38	Stephen Johnson Field	Irwin B. Linton	1889	1895		
9	38	Stephen Johnson Field	Clarence M. York	1896	1897		M. W. Fuller
9	57	Joseph McKenna	James Cecil Hooe	1898	1911		
9	57	Joseph McKenna	Ashton F. Embry	1911	December 16, 1919		
9	57	Joseph McKenna	Robert G. Cogswell	1919	1924	Harvard	
9	73	Harlan F. Stone	Robert G. Cogswell	1925	1925	Harvard	J. McKenna
9	73	Harlan F. Stone	Alfred McCormack	1925	1926	Columbia	
9	73	Harlan F. Stone	Milton C. Handler	1926	1927	Columbia (1926)	
9	73	Harlan F. Stone	Wilbur H. Friedman	1930	1931	Columbia (1930)	
9	73	Harlan F. Stone	Walter Gellhorn	1931	1932	Columbia (1931)	
9	73	Harlan F. Stone	Herbert Wechsler	1932	1933	Columbia (1931)	
9	73	Harlan F. Stone	Howard C. Westwood	1933	1934	Columbia (1933)	
9	73	Harlan F. Stone	Warner W. Gardner	1934	1935	Columbia (1934)	
9	73	Harlan F. Stone	Thomas Everett Harris	1935	1936	Columbia (1935)	
9	73	Harlan F. Stone	Harold Leventhal	1937	1938	Columbia (1936)	none
9	73	Harlan F. Stone	Louis Lusky	1937	1938	Columbia (1937)	
9	73	Harlan F. Stone	Alexis C. Coudert	1938	1939	Columbia	
9	73	Harlan F. Stone	Allison Dunham	1939	1941	Columbia (1939)	
9	82	Robert H. Jackson	John F. Costelloe	1941	1943	Harvard	
9	82	Robert H. Jackson	Phil C. Neal	1943	1945	Harvard (1943)	none
9	82	Robert H. Jackson	Murray Gartner	1945	1947	Harvard (1945)	none
9	82	Robert H. Jackson	James M. Marsh	1947	1949	Temple (1947)	
9	82	Robert H. Jackson	Howard C. Buschman, Jr.	1949	1950	Albany Law School (1949)	none
9	82	Robert H. Jackson	Alan Y. Cole	1949	1950		
9	82	Robert H. Jackson	John Cushman	1950	1951		
9	82	Robert H. Jackson	C. George Niebank, Jr.	1950	1952	Buffalo (1950)	
9	82	Robert H. Jackson	William H. Rehnquist	1952	1953	Stanford (1952)	none
9	82	Robert H. Jackson	Donald Cronson	1952	1953		
9	82	Robert H. Jackson	E. Barrett Prettyman, Jr.	1953	1954	Virginia (1953)	none
9	89	John Marshall Harlan II	William T. Lifland	1955	1955		
9	89	John Marshall Harlan II	E. Barrett Prettyman, Jr.	1955	1955	Virginia (1953)	Frankfurter / R. H. Jackson
9	89	John Marshall Harlan II	Wayne G. Barnett	1955	1956		
9	89	John Marshall Harlan II	Leonard M. Leiman	1955	1956		
9	89	John Marshall Harlan II	Paul M. Bator	1956	1957	Harvard (1956)	none
9	89	John Marshall Harlan II	Norbert A. Schlei	1956	1957		
9	89	John Marshall Harlan II	Norman Dorsen	1957	1958	Harvard (1953)	
9	89	John Marshall Harlan II	Henry J. Steiner	1957	1958	Harvard (1955)	
9	89	John Marshall Harlan II	Henry P. Sailer	1958	1959		
9	89	John Marshall Harlan II	Stephen Shulman	1958	1959	Yale (1958)	
9	89	John Marshall Harlan II	Jay A. Erens	1959	1960		
9	89	John Marshall Harlan II	Howard Lesnick	1959	1960	Columbia (1958)	none
9	89	John Marshall Harlan II	Charles Fried	1960	1961	Columbia (1960)	none
9	89	John Marshall Harlan II	Philip B. Heymann	1960	1961	Harvard (1960)	none
9	89	John Marshall Harlan II	Nathan Lewin	1961	1962	Harvard (1960)	Lumbard (2d Cir.)
9	89	John Marshall Harlan II	John B. Rhinelander	1961	1962	Virginia (1961)	
9	89	John Marshall Harlan II	Richard J. Hiegel	1962	1963		
9	89	John Marshall Harlan II	David L. Shapiro	1962	1963	Harvard (1957)	none
9	89	John Marshall Harlan II	R. Kent Greenawalt	1963	1964	Columbia (1963)	
9	89	John Marshall Harlan II	Lloyd L. Weinreb	1963	1964	Harvard (1962)	Lumbard (2d Cir.)
9	89	John Marshall Harlan II	Michael M. Maney	1964	1965		
9	89	John Marshall Harlan II	Charles R. Nesson	1964	1965	Harvard (1965)	none
9	89	John Marshall Harlan II	Michael Boudin	1965	1966	Harvard (1964)	Friendly (2d Cir.)
9	89	John Marshall Harlan II	Matthew Nimetz	1965	1967	Harvard (1965)	
9	89	John Marshall Harlan II	Charles Lister	1966	1968		
9	89	John Marshall Harlan II	Bert W. Rein	1966	1967	Harvard (1964)	
9	89	John Marshall Harlan II	Louis R. Cohen	1967	1968	Harvard (1966)	
9	89	John Marshall Harlan II	Thomas B. Stoel, Jr.	1967	1969		
9	89	John Marshall Harlan II	Bruce A. Ackerman	1968	1969	Yale (1967)	Friendly (2d Cir.)
9	89	John Marshall Harlan II	Paul A. Brest	1968	1969	Harvard (1965)	Aldrich (1st Cir.)
9	89	John Marshall Harlan II	Charles L. Fabrikant	1969	1970	Columbia (1968)	Leventhal (D.C. Cir.)
9	89	John Marshall Harlan II	William T. Lake	1969	1970	Stanford (1968)	Friendly (2d Cir.)
9	89	John Marshall Harlan II	Robert H. Mnookin	1969	1970	Harvard (1968)	McGowan (D.C. Cir.)
9	89	John Marshall Harlan II	Marvin L. Gray, Jr.	1970	1971		
9	89	John Marshall Harlan II	Thomas G. Krattenmaker	1970	1971		
9	89	John Marshall Harlan II	Martin D. Minsker	1970	September 23, 1971	Harvard	none
9	89	John Marshall Harlan II	James R. Bieke	1971	September 23, 1971	Michigan (1970)	Lumbard (2d Cir.)
9	89	John Marshall Harlan II	Allen R. Snyder	1971	September 23, 1971	Harvard (1971)	none
9	100	William Rehnquist	Frederick W. Lambert	January 7, 1972	July 1972	Michigan (1969)	S. Barnes (9th Cir.)
9	100	William Rehnquist	Michael J. Meehan	January 7, 1972	July 1972	Arizona (1971)	none
9	100	William Rehnquist	Allen R. Snyder	January 7, 1972	July 1972	Harvard (1971)	Harlan II
9	100	William Rehnquist	L. Gordon Harriss	1972	1973	Columbia (1971)	Hays (2d Cir.)
9	100	William Rehnquist	James A. Strain	1972	1973	Indiana (1969)	Hastings (7th Cir.)
9	100	William Rehnquist	Robert W. Wild	1972	1973	Cornell (1970)	none
9	100	William Rehnquist	C. Michael Buxton	1973	1974	Kentucky (1971)	none
9	100	William Rehnquist	H. Bartow Farr III	1973	1974	Arizona State (1973)	none
9	100	William Rehnquist	Fredericka Paff	1973	1974	Stanford (1969)	
9	100	William Rehnquist	William S. Jacobs	1974	1975	Duke (1973)	G. Bell (5th Cir.)
9	100	William Rehnquist	John M. Nannes	1974	1975	Michigan (1973)	R. Robb (D.C. Cir.)
9	100	William Rehnquist	John E. O'Neill	1974	1975	Texas (1973)	none
9	100	William Rehnquist	Craig M. Bradley	1975	1976	Virginia (1970)	none
9	100	William Rehnquist	William S. Eggeling	1975	1976	Boston (1974)	L. Campbell (1st Cir.)
9	100	William Rehnquist	John M. Mason	1975	1976	Washington & Lee (1973)	
9	100	William Rehnquist	Donald B. Ayer	1976	1977	Harvard (1975)	Wilkey (D.C. Cir.)
9	100	William Rehnquist	Michael Q. Eagan	1976	1977	Stanford (1974)	Sneed (9th Cir.)
9	100	William Rehnquist	Thomas H. Jackson	1976	1977	Yale (1975)	Frankel (S.D.N.Y.)
9	100	William Rehnquist	Barton H. Thompson, Jr.	1977	1978	Stanford (1976)	Sneed (9th Cir.)
9	100	William Rehnquist	Michael B. Wallace	1977	1978	Virginia (1976)	H. Walker (Miss.)
9	100	William Rehnquist	Michael K. Young	1977	1978	Harvard (1976)	Kaplan (Mass.)
9	100	William Rehnquist	Charles J. Cooper	1978	1979	Alabama (1977)	Roney (5th Cir.)
9	100	William Rehnquist	Robert T. Haar	1978	1979	Yale (1977)	Leventhal (D.C. Cir.)
9	100	William Rehnquist	Mark R. Kravitz	1978	1979	Georgetown (1975)	Hunter (3d Cir.)
9	100	William Rehnquist	James R. Asperger	1979	1980	UCLA (1978)	Mosk (Cal.)
9	100	William Rehnquist	Maureen E. Mahoney	1979	1980	Chicago (1978)	Sprecher (7th Cir.)
9	100	William Rehnquist	W. Thomas McGough	1979	1980	Virginia (1978)	Seitz (3d Cir.)
9	100	William Rehnquist	Dean C. Colson	1980	1981	Miami (1979)	Fay (5th Cir.)
9	100	William Rehnquist	Robert B. Knauss	1980	1981	Michigan (1979)	Mansfield (2d Cir.)
9	100	William Rehnquist	John G. Roberts, Jr.	1980	1981	Harvard (1979)	Friendly (2d Cir.)
9	100	William Rehnquist	David G. Campbell	1981	1982	Utah (1979)	J. C. Wallace (9th Cir.)
9	100	William Rehnquist	Brett L. Dunkelman	1981	1982	Arizona (1980)	Copple (D. Ariz.)
9	100	William Rehnquist	Parker C. Folse III	1981	1982	Texas (1980)	Sneed (9th Cir.)
9	100	William Rehnquist	Ronald L. Blunt	1982	1983	Missouri (1981)	R. Robb (D.C. Cir.)
9	100	William Rehnquist	Gary B. Born	1982	1983	Penn (1981)	Friendly (2d Cir.)
9	100	William Rehnquist	David B. Jaffe	1982	1983	Chicago (1981)	Browning (9th Cir.)
9	100	William Rehnquist	Michael K. Kellogg	1983	1984	Harvard (1982)	Wilkey (D.C. Cir.)
9	100	William Rehnquist	Scott G. Knudson[2]	1983	1984	Minnesota (1982)	Tamm (D.C. Cir.)
9	100	William Rehnquist	Kerri L. Martin (Bartlett)	1983	1984	Virginia (1982)	Hunter (3d Cir.)
9	100	William Rehnquist	John C. Englander	1984	1985	Boston (1983)	Aldrich (1st Cir.)
9	100	William Rehnquist	William F. Jung	1984	1985	Illinois (1983)	Tjoflat (11th Cir.)
9	100	William Rehnquist	Alan B. Vickery	1984	1985	Columbia (1983)	Feinberg (2d Cir.)
9	100	William Rehnquist	Randall D. Guynn	1985	1986	Virginia (1984)	J. C. Wallace (9th Cir.)
9	100	William Rehnquist	Joseph L. Hoffmann	1985	1986	Washington (1984)	Kravitch (11th Cir.)
9	100	William Rehnquist	H. Geoffrey Moulton	1985	1986	Columbia (1984)	Feinberg (2d Cir.)
9	103	Antonin Scalia	Gary S. Lawson	1986	1987	Yale (1983)	Scalia (D.C. Cir.)
9	103	Antonin Scalia	Lee Liberman Otis	1986	1987	Chicago (1983)	Scalia (D.C. Cir.)
9	103	Antonin Scalia	Roy W. McLeese III	1986	1987	NYU	Scalia (D.C. Cir.)
9	103	Antonin Scalia	Gene C. Schaerr (shared with Burger)	1986	1987	Yale (1985)	Starr (D.C. Cir.)
9	103	Antonin Scalia	Patrick J. Schiltz	1986	1987	Harvard (1985)	Scalia (D.C. Cir.)
9	103	Antonin Scalia	Richard D. Bernstein	1987	1988	Columbia (1986)	Kearse (2d Cir.)
9	103	Antonin Scalia	Steven G. Calabresi	1987	1988	Yale (1983)	Bork (D.C. Cir.) / R. Winter (2d Cir.)
9	103	Antonin Scalia	Paul T. Cappuccio	1987	1988	Harvard (1986)	Kozinski (9th Cir.)
9	103	Antonin Scalia	Gregory S. Dovel (shared with Burger)	1987	1988	Harvard (1986)	J. C. Wallace (9th Cir.)
9	103	Antonin Scalia	Robert H. Tiller	1987	1988	Virginia (1986)	S. Williams (D.C. Cir.)
9	103	Antonin Scalia	Wendy E. Ackerman	1988	1989	Chicago (1987)	S. Williams (D.C. Cir.)
9	103	Antonin Scalia	Richard P. Bress	1988	1989	Stanford (1987)	S. Williams (D.C. Cir.)
9	103	Antonin Scalia	D. Cameron Findlay	1988	1989	Harvard (1987)	S. Williams (D.C. Cir.)
9	103	Antonin Scalia	William K. Kelley (shared with Burger)	1988	1989	Harvard (1987)	Starr (D.C. Cir.)
9	103	Antonin Scalia	John F. Manning	1988	1989	Harvard (1985)	Bork (D.C. Cir.)
9	103	Antonin Scalia	Bradford R. Clark	1989	1990	Columbia (1985)	Bork (D.C. Cir.)
9	103	Antonin Scalia	Bruce L. Hay	1989	1990	Harvard (1988)	W. Norris (9th Cir.)
9	103	Antonin Scalia	Von G. Keetch (shared with Burger)	1989	1990	BYU (1987)	G. Pratt (2d Cir.)
9	103	Antonin Scalia	Kristin Linsley Myles	1989	1990	Harvard (1988)	D. Ginsburg (D.C. Cir.)
9	103	Antonin Scalia	Henry Weissmann	1989	1990	Yale (1987)	Buckley (D.C. Cir.)
9	103	Antonin Scalia	Christopher Landau	1990	1991	Harvard (1989)	C. Thomas (D.C. Cir.)
9	103	Antonin Scalia	L. Lawrence Lessig	1990	1991	Yale (1989)	Posner (7th Cir.)
9	103	Antonin Scalia	Alan J. Meese	1990	1991	Chicago (1989)	Easterbrook (7th Cir.)
9	103	Antonin Scalia	Michael D. Ramsey	1990	1991	Stanford (1989)	J. C. Wallace (9th Cir.)
9	103	Antonin Scalia	Brian D. Boyle	1991	1992	Harvard (1986)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Daniel P. Collins	1991	1992	Stanford (1988)	D. W. Nelson (9th Cir.)
9	103	Antonin Scalia	Jeffrey S. Sutton (shared with Powell)	1991	1992	Ohio State (1990)	Meskill (2d Cir.)
9	103	Antonin Scalia	M. Edward Whelan III	1991	1992	Harvard (1985)	J. C. Wallace (9th Cir.)
9	103	Antonin Scalia	Jeffrey M. Wintner	1991	1992	Harvard (1989)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Alex M. Azar II	1992	1993	Yale (1991)	Luttig (4th Cir.)
9	103	Antonin Scalia	John F. Duffy	1992	1993	Chicago (1989)	S. Williams (D.C. Cir.)
9	103	Antonin Scalia	David E. Nahmias	1992	1993	Harvard (1991)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Andrew J. Nussbaum	1992	1993	Chicago (1991)	R. B. Ginsburg (D.C. Cir.)
9	103	Antonin Scalia	Paul D. Clement	1993	1994	Harvard (1992)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Louis E. Feldman	1993	1994	Penn	J. C. Wallace (9th Cir.)
9	103	Antonin Scalia	Mark R. Filip	1993	1994	Harvard (1992)	S. Williams (D.C. Cir.)
9	103	Antonin Scalia	Emmet T. Flood	1993	1994	Yale (1991)	R. Winter (2d Cir.)
9	103	Antonin Scalia	Griffith L. Green	1994	1995	Chicago (1993)	Luttig (4th Cir.)
9	103	Antonin Scalia	Joan L. Larsen	1994	1995	Northwestern (1993)	Sentelle (D.C. Cir.)
9	103	Antonin Scalia	Howard A. Shelanski	1994	1995	Berkeley (1992)	S. Williams (D.C. Cir.) / L. Pollak (E.D. Pa.)
9	103	Antonin Scalia	C. Adrian Vermeule	1994	1995	Harvard (1993)	Sentelle (D.C. Cir.)
9	103	Antonin Scalia	Kathleen S. Beecher (Moore)	1995	1996	Yale (1993)	R. Winter (2d Cir.)
9	103	Antonin Scalia	Charles S. Duggan	1995	1996	Harvard (1994)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Joseph D. Kearney	1995	1996	Harvard (1989)	O'Scannlain (9th Cir.)
9	103	Antonin Scalia	Theodore W. Ullyot	1995	1996	Chicago (1994)	Luttig (4th Cir.)
9	103	Antonin Scalia	John Fee	1996	1997	Chicago (1995)	Easterbrook (7th Cir.)
9	103	Antonin Scalia	Christine M. Jolls	1996	1997	Harvard (1993)	S. Williams (D.C. Cir.)
9	103	Antonin Scalia	Howard M. Radzely	1996	1997	Harvard (1995)	Luttig (4th Cir.)
9	103	Antonin Scalia	Glen E. Summers	1996	1997	Penn (1994)	J. C. Wallace (9th Cir.)
9	103	Antonin Scalia	J. Scott Ballenger	1997	1998	Virginia (1996)	J. C. Wallace (9th Cir.)
9	103	Antonin Scalia	Anthony J. Bellia	1997	1998	Notre Dame (1994)	O'Scannlain (9th Cir.) / Skretny (W.D.N.Y.)
9	103	Antonin Scalia	Noel J. Francisco	1997	1998	Chicago (1996)	Luttig (4th Cir.)
9	103	Antonin Scalia	Rachel Barkow	1997	1998	Harvard (1996)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Amy Coney Barrett	1998	1999	Notre Dame (1997)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Kevin B. Huff	1998	1999	Columbia (1996)	D. Ginsburg (D.C. Cir.) / Cote (S.D.N.Y.)
9	103	Antonin Scalia	Ara Lovitt	1998	1999	Stanford (1997)	Luttig (4th Cir.)
9	103	Antonin Scalia	Stephen A. Miller	1998	1999	Northwestern (1997)	Flaum (7th Cir.)
9	103	Antonin Scalia	Jordan B. Hansell	1999	2000	Michigan (1998)	Wilkinson (4th Cir.)
9	103	Antonin Scalia	Joel D. Kaplan	1999	2000	Harvard (1998)	Luttig (4th Cir.)
9	103	Antonin Scalia	Kannon K. Shanmugam	1999	2000	Harvard (1998)	Luttig (4th Cir.)
9	103	Antonin Scalia	Mary Beth Brookshire Young	1999	2000	Chicago (1998)	Sentelle (D.C. Cir.)
9	103	Antonin Scalia	Kevin P. Martin	2000	2001	Columbia (1999)	Silberman (D.C. Cir.)
9	103	Antonin Scalia	Julian W. Poon	2000	2001	Harvard (1999)	Luttig (4th Cir.)
9	103	Antonin Scalia	Aaron D. Van Oort	2000	2001	Chicago (1999)	Posner (7th Cir.)
9	103	Antonin Scalia	Eric B. Wolff	2000	2001	Berkeley (1998)	S. Williams (D.C. Cir.) / W. Fletcher (9th Cir.)
9	103	Antonin Scalia	Shay Dvoretzky	2001	2002	Yale (2000)	Luttig (4th Cir.)
9	103	Antonin Scalia	Susan E. Engel	2001	2002	NYU (2000)	Kozinski (9th Cir.)
9	103	Antonin Scalia	Brian T. Fitzpatrick	2001	2002	Harvard (2000)	O'Scannlain (9th Cir.)
9	103	Antonin Scalia	Edward R. Morrison	2001	2002	Chicago (2000)	Posner (7th Cir.)
9	103	Antonin Scalia	Jonathan F. Mitchell	2002	2003	Chicago (2001)	Luttig (4th Cir.)
9	103	Antonin Scalia	Brian J. Murray	2002	2003	Notre Dame (2001)	O'Scannlain (9th Cir.)
9	103	Antonin Scalia	John C. O'Quinn	2002	2003	Harvard (2001)	Sentelle (D.C. Cir.)
9	103	Antonin Scalia	Gil Seinfeld	2002	2003	Harvard (2000)	Calabresi (2d Cir.)
9	103	Antonin Scalia	Benjamin L. Hatch	2003	2004	Harvard (2002)	Luttig (4th Cir.)
9	103	Antonin Scalia	C. Scott Hemphill	2003	2004	Stanford (2001)	Posner (7th Cir.)
9	103	Antonin Scalia	Robert K. Kry	2003	2004	Yale (2002)	Kozinski (9th Cir.)
9	103	Antonin Scalia	Kevin C. Walsh	2003	2004	Harvard (2002)	Niemeyer (4th Cir.)
9	103	Antonin Scalia	Curtis E. Gannon	2004	2005	Chicago (1998)	E. Jones (5th Cir.)
9	103	Antonin Scalia	William M. Jay	2004	2005	Harvard (2001)	O'Scannlain (9th Cir.)
9	103	Antonin Scalia	Tara S. Kole	2004	2005	Harvard (2003)	Kozinski (9th Cir.)
9	103	Antonin Scalia	John R. Phillips	2004	2005	Chicago (2003)	Luttig (4th Cir.)
9	103	Antonin Scalia	John C. Demers	2005	2006	Harvard (1999)	O'Scannlain (9th Cir.)
9	103	Antonin Scalia	Scott P. Martin	2005	2006	Columbia (2004)	Kozinski (9th Cir.)
9	103	Antonin Scalia	D. John Sauer	2005	2006	Harvard (2004)	Luttig (4th Cir.)
9	103	Antonin Scalia	Evan A. Young	2005	2006	Yale (2004)	Wilkinson (4th Cir.)
9	103	Antonin Scalia	Daniel A. Bress	2006	2007	Virginia (2005)	Wilkinson (4th Cir.)
9	103	Antonin Scalia	Louis A. Chaiten	2006	2007	Northwestern (1998)	Sutton (6th Cir.)
9	103	Antonin Scalia	Joshua S. Lipshutz	2006	2007	Stanford (2005)	Kozinski (9th Cir.)
9	103	Antonin Scalia	Hashim Mooppan	2006	2007	Harvard (2005)	Luttig (4th Cir.)
9	103	Antonin Scalia	Aditya Bamzai	2007	2008	Chicago (2004)	Sutton (6th Cir.)
9	103	Antonin Scalia	John F. Bash III	2007	2008	Harvard (2006)	Kavanaugh (D.C. Cir.)
9	103	Antonin Scalia	Bryan M. Killian	2007	2008	Harvard (2005)	Niemeyer (4th Cir.)
9	103	Antonin Scalia	Rachel P. Kovner	2007	2008	Stanford (2006)	Wilkinson (4th Cir.)
9	103	Antonin Scalia	Jameson R. Jones	2008	2009	Stanford (2007)	Sutton (6th Cir.)
9	103	Antonin Scalia	Jacob (Yaakov) Roth	2008	2009	Harvard (2007)	Boudin (1st Cir.)
9	103	Antonin Scalia	Moshe Y. Spinowitz	2008	2009	Harvard (2006)	Boudin (1st Cir.)
9	103	Antonin Scalia	David C. Thompson	2008	2009	Stanford (2007)	Kozinski (9th Cir.)
9	103	Antonin Scalia	Jonathan C. Bond	2009	2010	GW (2008)	Sutton (6th Cir.)
9	103	Antonin Scalia	Steven Lehotsky	2009	2010	Harvard (2002)	D. Ginsburg (D.C. Cir.)
9	103	Antonin Scalia	Daniel M. Sullivan	2009	2010	Chicago (2008)	O'Scannlain (9th Cir.)
9	103	Antonin Scalia	Katherine Twomey	2009	2010	Virginia (2008)	Wilkinson (4th Cir.)
9	103	Antonin Scalia	Robert W. Allen	2010	2011	Harvard (2009)	Boudin (1st Cir.)
9	103	Antonin Scalia	Matthew S. Owen	2010	2011	Michigan (2008)	Gorsuch (10th Cir.)
9	103	Antonin Scalia	Adam G. Unikowsky	2010	2011	Harvard (2007)	D. Ginsburg (D.C. Cir.)
9	103	Antonin Scalia	Jason M. Wilcox	2010	2011	Chicago (2009)	Sutton (6th Cir.)
9	103	Antonin Scalia	Donald Burke	2011	2012	Virginia (2008)	Kethledge (6th Cir.)
9	103	Antonin Scalia	Rebecca Krauss	2011	2012	Yale (2010)	Kavanaugh (D.C. Cir.)
9	103	Antonin Scalia	Carl Marchioli	2011	2012	Harvard (2010)	Colloton (8th Cir.)
9	103	Antonin Scalia	John Moran	2011	2012	Virginia (2010)	Sutton (6th Cir.)
9	103	Antonin Scalia	Adam Klein	2012	2013	Columbia (2011)	Kavanaugh (D.C. Cir.)
9	103	Antonin Scalia	Ian Samuel	2012	2013	NYU (2008)	Kozinski (9th Cir.)
9	103	Antonin Scalia	Danielle Sassoon	2012	2013	Yale (2011)	Wilkinson (4th Cir.)
9	103	Antonin Scalia	Eric Tung	2012	2013	Chicago (2010)	Gorsuch (10th Cir.)
9	103	Antonin Scalia	Katherine Mims Crocker	2013	2014	Virginia (2012)	Wilkinson (4th Cir.)
9	103	Antonin Scalia	Kevin King	2013	2014	Northwestern (2010)	Niemeyer (4th Cir.) / Randolph (D.C. Cir.)
9	103	Antonin Scalia	Paul Alessio Mezzina	2013	2014	Harvard (2008)	Kavanaugh (D.C. Cir.)
9	103	Antonin Scalia	Ryan Walsh	2013	2014	Chicago (2012)	O'Scannlain (9th Cir.)
9	103	Antonin Scalia	Samuel Eckman	2014		Chicago (2013)	Kozinski (9th Cir.)
9	103	Antonin Scalia	Benjamin Flowers	2014		Chicago (2012)	Ikuta (9th Cir.)
9	103	Antonin Scalia	Judd Stone	2014		Northwestern (2010)	E. Jones (5th Cir.) / Winfree (Alaska)
9	103	Antonin Scalia	Vivek Suri	2014		Harvard (2013)	Sutton (6th Cir.)
10	41	Joseph P. Bradley					
10	53	George Shiras, Jr.	Eldwin Raphael Hayden	1893			
10	59	William R. Day	Rufus Day	1907	1911		
10	59	William R. Day	Rufus Day	1917	1919		
10	71	Pierce Butler	John F. Cotter	1923	1929	Catholic	
10	71	Pierce Butler	Norris Darrell[2]	1923[4]	1925	Minnesota (1923)	
10	80	Frank Murphy	Edwin E. Huddleson	1940	1940	Harvard (1938)	A. Hand (2d Cir.)
10	80	Frank Murphy	John J. Adams	1940	1941	Michigan (1940)	none
10	80	Frank Murphy	John H. Pickering	1941	1943	Michigan (1940)	none
10	80	Frank Murphy	Eugene Gressman	1943	1948	Michigan (1940)	none
10	80	Frank Murphy	John R. Dykema	1948	1949	Michigan (1947)	
10	80	Frank Murphy	Thomas L. Tolan	1948	1949	Michigan (1948)	
10	86	Tom C. Clark	Percy D. Williams	1949	1949		
10	86	Tom C. Clark	Donald F. Turner	1950	1951		
10	86	Tom C. Clark	Stuart W. Thayer	1951	1952	Yale (1951)	none
10	86	Tom C. Clark	C. Richard Walker	1951	1952		
10	86	Tom C. Clark	Vester T. Hughes	1952	1952 (drafted, Korean War)	Harvard (1952)	none
10	86	Tom C. Clark	Frederick M. Rowe	1952	1953	Yale (1952)	none
10	86	Tom C. Clark	Bernard Weisberg	1952	1953		
10	86	Tom C. Clark	Ellis H. McKay	1953	1954		
10	86	Tom C. Clark	Ernest Rubenstein	1953	1954	Yale (1953)	none
10	86	Tom C. Clark	William Kenneth Jones	1954	1955	Columbia (1954)	none
10	86	Tom C. Clark	John Kaplan	1954	1955	Harvard (1954)	none
10	86	Tom C. Clark	Robert W. Hamilton	1955	1956	Chicago (1955)	none
10	86	Tom C. Clark	John E. Nolan	1955	1956	Georgetown (1955)	none
10	86	Tom C. Clark	John J. Crown	1956	1957		
10	86	Tom C. Clark	Harry L. Hobson	1956	1957		
10	86	Tom C. Clark	Robert Gorman	1957	1958		
10	86	Tom C. Clark	William D. Powell	1957	1958	SMU (1957)	none
10	86	Tom C. Clark	Charles H. Phillips	1958	1959		
10	86	Tom C. Clark	Max O. Truitt, Jr.	1958	1959		
10	86	Tom C. Clark	Larry E. Temple	1959	1960	Texas (1959)	none
10	86	Tom C. Clark	Cecil Wray, Jr.	1959	1960	Yale (1959)	none
10	86	Tom C. Clark	Carl Estes	1960	1961		
10	86	Tom C. Clark	Malachy T. Mahon	1960	1961	Fordham (1960)	
10	86	Tom C. Clark	James E. Knox	1961	1962		
10	86	Tom C. Clark	Burk Mathes, Jr.	1961	1962		
10	86	Tom C. Clark	Raymond L. Brown	1962	1963	Mississippi (1962)	none
10	86	Tom C. Clark	Martin J. Flynn	1962	1963		
10	86	Tom C. Clark	James L. McHugh, Jr.	1963	1964	Villanova (1963)	
10	86	Tom C. Clark	James H. Pipkin, Jr.	1963	1964		
10	86	Tom C. Clark	Michael Maupin	1964	1965		
10	86	Tom C. Clark	Shannon H. Ratliff	1964	1965	Texas (1964)	none
10	86	Tom C. Clark	Lee A. Freeman, Jr.	1965	1966	Harvard (1965)	none
10	86	Tom C. Clark	Charles D. Reed	1965	1966		
10	86	Tom C. Clark	Marshall Groce	1966	1967		
10	86	Tom C. Clark	Stuart Philip Ross	1966	1967	GW (1966)	none
10	96	Thurgood Marshall	Peter Van N. Lockwood	1967	1968	Harvard (1968)	Aldrich (1st Cir.)
10	96	Thurgood Marshall	Thomas C. Grey	1969	1970	Yale (1968)	J. S. Wright (D.C. Cir.)
10	96	Thurgood Marshall	Lewis D. Sargentich	1970	1971	Harvard (1970)	
10	96	Thurgood Marshall	Paul D. Gewirtz	1971	1972	Yale (1970)	Frankel (S.D.N.Y.)
10	96	Thurgood Marshall	Stephen A. Saltzburg	1971	1972	Penn (1970)	Weigel (N.D. Cal.)
10	96	Thurgood Marshall	Barbara D. Underwood	1971	1972	Georgetown (1969)	Bazelon (D.C. Cir.)
